sno,sna,sarea,total,ar,latitude,longitude,snaen,sareaen,aren
500108070,YouBike2.0_捷運港墘站(2號出口),內湖區,47,內湖路一段520號,25.07967,121.57584,YouBike2.0_MRT Gangqian Sta. (Exit 2),Neihu Dist,No. 520， Sec. 1， Neihu Rd.
500108071,YouBike2.0_東湖國中,內湖區,42,康樂街125巷4號(對面),25.07334,121.61962,YouBike2.0_Dong Hu Junior High School,Neihu Dist,No. 4， Ln. 125， Kangle St. (Opposite)
500108072,YouBike2.0_石潭公園(安康路),內湖區,20,安康路28號西北側,25.06261,121.59334,YouBike2.0_Shitan Park (Ankang Rd.),Neihu Dist,No. 28， Ankang Rd. (Northwest)
500108073,YouBike2.0_內湖垃圾焚化廠,內湖區,20,安康路290號西側,25.06209,121.60347,YouBike2.0_Neihu Refuse Incineration Plant,Neihu Dist,No. 290， Ankang Rd. (West)
500108074,YouBike2.0_康寧公園(北側),內湖區,20,康寧路三段60號南側,25.06927,121.61019,YouBike2.0_Kangning Park (North),Neihu Dist,No. 60， Sec. 3， Kangning Rd. (South)
500108075,YouBike2.0_康寧路三段54巷口,內湖區,15,康寧路三段54-5號西側,25.0716,121.60936,YouBike2.0_Ln. 54， Sec. 3， Kangning Rd. Intersection,Neihu Dist,No. 54-5， Sec. 3， Kangning Rd. (West)
500108076,YouBike2.0_行善路25巷口,內湖區,21,行善路39號(前),25.05707,121.57658,YouBike2.0_Ln. 25， Xingshan Rd. Intersection,Neihu Dist,No. 39， Xingshan Rd.
500108077,YouBike2.0_新明路460巷口,內湖區,22,南京東路六段122號(斜前方),25.05503,121.57823,YouBike2.0_Ln. 460， Xinming Rd. Intersection,Neihu Dist,No. 122， Sec. 6， Nanjing E. Rd. ((Front right))
500108078,YouBike2.0_下灣公園,內湖區,30,民權東路六段206巷/民權東路六段190巷75弄(西北側),25.06516,121.59561,YouBike2.0_Xiawan Park,Neihu Dist,Ln. 206， Sec. 6， Minquan E. Rd. & Aly. 75， Ln. 190， Sec. 6， Minquan E. Rd. (Northwest)
500108079,YouBike2.0_民權東路六段245巷口,內湖區,17,民權東路六段247號(前),25.06708,121.60059,YouBike2.0_Ln. 245， Sec. 6， Minquan E. Rd. Intersection,Neihu Dist,No. 247， Sec. 6， Minquan E. Rd.
500108081,YouBike2.0_東湖國小,內湖區,29,東湖路與東湖路113巷口東側,25.06854,121.61532,YouBike2.0_Donghu Elementary School,Neihu Dist,Donghu Rd.& Ln. 113， Donghu Rd. Intersection (East)
500108082,YouBike2.0_捷運內湖站(1號出口),內湖區,28,成功路四段182巷/成功路四段口(西側),25.08373,121.59406,YouBike2.0_MRT Neihu Sta. (Exit.1),Neihu Dist,Ln. 182， Sec. 4， Chenggong Rd. & Sec. 4， Chenggong Rd. Intersection (West)
500108083,YouBike2.0_瑞光港墘路口,內湖區,30,港墘路185號前,25.07611,121.57487,YouBike2.0_Rueiguang Rd. & Gangcian Rd. Intersection,Neihu Dist,No. 185， Gangcian Rd.
500108084,YouBike2.0_瑞湖陽光街口,內湖區,34,瑞湖街101號對側,25.07296,121.57603,YouBike2.0_Rueihu St. & Yangguang St. Intersection,Neihu Dist,No. 101， Rueihu St. (Opposite)
500108085,YouBike2.0_金龍公園,內湖區,15,金龍路112巷口(金龍公園側),25.08554,121.59076,YouBike2.0_Jinlong Park,Neihu Dist,Ln. 112， Jinlong Rd.
500108086,YouBike2.0_星雲街138巷1弄口,內湖區,21,星雲街138巷18號,25.07943,121.59544,YouBike2.0_Aly. 1， Ln. 138， Xingyun St.,Neihu Dist,No. 12， Ln. 138， Xingyun St.
500108087,YouBike2.0_東湖一號公園,內湖區,19,康寧路三段189巷163弄13號東南側,25.07567,121.6118,YouBike2.0_Donghu No. 1 Park,Neihu Dist,No. 13， Aly. 163， Ln. 189， Sec. 3， Kangning Rd. (Southeast)
500108088,YouBike2.0_東湖二號公園,內湖區,25,康寧路三段99巷39弄70號東南側,25.07415,121.61075,YouBike2.0_Donghu No. 2 Park,Neihu Dist,No. 70， Aly. 39， Ln. 99， Sec. 3， Kangning Rd. (Southeast)
500108089,YouBike2.0_康湖二號公園(康寧醫院),內湖區,25,成功路五段420巷17號東側,25.07514,121.60857,YouBike2.0_Kanghu No. 2 Park(Kang-Ning General Hospital),Neihu Dist,No. 17， Ln. 420， Sec. 5， Chenggong Rd. (East)
500108090,YouBike2.0_堤頂大道新湖一路口,內湖區,20,堤頂大道一段215號前,25.05892,121.57354,YouBike2.0_Tiding Blvd. & Xinhu 1st Rd. Intersection,Neihu Dist,No. 215， Sec. 1， Tiding Blvd.
500108091,YouBike2.0_下灣公園(成功路),內湖區,16,成功路二段189號北側,25.06682,121.5907,YouBike2.0_Xiawan Park,Neihu Dist,No. 189， Sec. 2， Chenggong Rd. (North)
500108092,YouBike2.0_舊宗行善路口,內湖區,22,行善路179號西側,25.05876,121.58062,YouBike2.0_Jiuzong Rd. & Xingshan Rd. Intersection,Neihu Dist,No. 179， Xingshan Rd.
500108093,YouBike2.0_新湖二路250巷口,內湖區,20,新湖二路/新湖二路250巷(西南側),25.06455,121.58262,YouBike2.0_Ln. 250， Xinhu 2nd Rd.,Neihu Dist,Xinhu 2nd Rd. & Ln. 250， Xinhu 2nd Rd. Intersection (Southwest)
500108094,YouBike2.0_成功路四段41巷口,內湖區,15,成功路四段41巷6號前側,25.08105,121.59205,YouBike2.0_Ln. 41， Sec. 4， Chenggong Rd.,Neihu Dist,No. 6， Ln. 41， Sec. 4， Chenggong Rd.
500108095,YouBike2.0_金湖星雲街口,內湖區,30,金湖路83號對側,25.08151,121.59764,YouBike2.0_Jinhu Rd. & Xingyun St. Intersection,Neihu Dist,No. 83， Jinhu Rd. (Opposite)
500108096,YouBike2.0_國防醫學院,內湖區,25,民權東路六段161號前側,25.06851,121.59559,YouBike2.0_National Defense Medical Center,Neihu Dist,No. 161， Sec. 6， Minquan E. Rd.
500108097,YouBike2.0_民權東路六段190巷117弄口,內湖區,25,民權東路六段190巷117弄15號對側,25.06434,121.59399,YouBike2.0_Aly. 117， Ln. 190， Sec. 6， Minquan E. Rd.,Neihu Dist,No. 15， Aly. 117， Ln. 190， Sec. 6， Minquan E. Rd.
500108098,YouBike2.0_內湖運動中心,內湖區,21,洲子街12號前,25.07848,121.57493,YouBike2.0_Taipei Neihu Sports Center,Neihu Dist,No. 12， Zhouzi St.
500108099,YouBike2.0_九華公園,內湖區,25,文湖街21巷68弄25-6號北側,25.08844,121.56122,YouBike2.0_Jiuhua Park,Neihu Dist,No. 25-6， Aly. 68， Ln. 21， Wenhu St. (North)
500108100,YouBike2.0_內湖路二段179巷口,內湖區,22,內湖路二段179巷242號對側,25.08454,121.584,YouBike2.0_Ln. 179， Sec. 2， Neihu Rd.,Neihu Dist,No. 242， Ln. 179， Sec. 2， Neihu Rd. (Opposite)
500108102,YouBike2.0_行善行愛路口,內湖區,12,行善路243號(前),25.0606,121.58286,YouBike2.0_Xingshan Rd. & Xing'ai Rd. Intersection,Neihu Dist,No. 243， Xingshan Rd.
500108103,YouBike2.0_民善新湖二路口(家樂福內湖店),內湖區,23,民善街88號(旁),25.06017,121.57552,YouBike2.0_Xinhu 2nd Rd. & Minshan St. Intersection (Carrefour),Neihu Dist,No. 88， Minshan St.
500108104,YouBike2.0_統振大樓,內湖區,25,安美街181號前,25.06007,121.60138,YouBike2.0_Welldone Building,Neihu Dist,No. 181， Anmei St.
500108105,YouBike2.0_陽光街161巷口,內湖區,16,陽光街161巷14號對側,25.07433,121.58584,YouBike2.0_Ln. 161， Yangguang St. Intersection,Neihu Dist,No. 14， Ln. 161， Yangguang St. (Opposite)
500108106,YouBike2.0_潭美公園(南京東路六段368巷),內湖區,25,南京東路六段366號對側,25.05928,121.58617,YouBike2.0_Tanmei Park (Ln. 368， Sec. 6， Nanjing E. Rd.),Neihu Dist,No. 366， Sec. 6， Nanjing E. Rd. (Opposite)
500108107,YouBike2.0_西康二號公園,內湖區,21,文湖街60巷/環山路一段24巷(北側),25.08503,121.5637,YouBike2.0_Xikang No. 2 Park,Neihu Dist,Ln. 60， Wenhu St. & Ln. 24， Sec. 1， Huanshan Rd. Intersection (North)
500108108,YouBike2.0_三民國中(民權東路六段47巷),內湖區,13,民權東路六段47巷6號對側,25.06935,121.58692,YouBike2.0_Sanmin Junior High School (Ln. 47， Sec. 6， Minquan E. Rd.),Neihu Dist,No. 6， Ln. 47， Sec. 6， Minquan E. Rd. (Opposite)
500108109,YouBike2.0_瑞光路76巷口,內湖區,12,瑞光路102號前,25.07168,121.58125,YouBike2.0_Ln. 76， Ruiguang Rd.,Neihu Dist,No. 102， Ruiguang Rd.
500108110,YouBike2.0_捷運東湖站,內湖區,35,安康路315巷/五分街14巷(西側),25.06664,121.61351,YouBike2.0_MRT Donghu Sta.,Neihu Dist,Ln. 315， Ankang Rd. & Ln. 14， Wufen St. Intersection (West)
500108111,YouBike2.0_新湖國小,內湖區,23,民權東路六段/成功路二段320巷31弄(東南側),25.06874,121.58923,YouBike2.0_XinHu Elementary School,Neihu Dist,Sec. 6， Minquan E. Rd. & Aly. 31， Ln. 320， Sec. 2， Chenggong Rd. Intersection (Southeast)
500108112,YouBike2.0_碧山內湖路口,內湖區,16,內湖路三段72巷15號西側,25.08627,121.5914,YouBike2.0_Bishan Rd. & Neihu Rd. Intersection,Neihu Dist,No. 15， Ln. 72， Sec. 3， Neihu Rd. (West)
500108115,YouBike2.0_民權東路六段413巷,內湖區,25,民權東路六段409號前,25.07038,121.60352,YouBike2.0_Ln. 413， Sec. 6， Minquan E. Rd.,Neihu Dist,No. 409， Sec. 6， Minquan E. Rd.
500108116,YouBike2.0_宏匯瑞光廣場(瑞光路),內湖區,16,瑞光路353號前(瑞光路側人行道),25.07676,121.57433,YouBike2.0_Honhui Ruiguang Plaza (Ruiguang Rd.),Neihu Dist,No. 353， Ruiguang Rd. (Ruiguang Rd.)
500108117,YouBike2.0_宏匯瑞光廣場(港墘路),內湖區,20,瑞光路355號前(港墘路側人行道),25.07777,121.57562,YouBike2.0_Honhui Ruiguang Plaza (Gangqian Rd.),Neihu Dist,No. 353， Ruiguang Rd. (Gangqian Rd.)
500108118,YouBike2.0_康樂街151巷,內湖區,24,康樂街151巷/康樂街,25.07192,121.61955,YouBike2.0_Ln. 151， Kangle St.,Neihu Dist,Ln. 151， Kangle St. & Kangle St. Intersection
500108119,YouBike2.0_內湖路一段360巷,內湖區,15,內湖路一段358號,25.0812,121.57067,YouBike2.0_Ln. 360， Sec. 1， Neihu Rd.,Neihu Dist,No. 358， Sec. 1， Neihu Rd.
500108120,YouBike2.0_成功路三段83號前,內湖區,17,成功路三段83號前,25.07823,121.5898,YouBike2.0_No. 83， Sec. 3， Chenggong Rd.,Neihu Dist,No. 83， Sec. 3， Chenggong Rd.
500108121,YouBike2.0_內湖路一段47巷,內湖區,22,內湖路一段47巷/內湖路一段47巷22弄,25.08781,121.55872,YouBike2.0_Ln. 47， Sec. 1， Neihu Rd.,Neihu Dist,Ln. 47， Sec. 1， Neihu Rd. & Aly. 22， Ln. 47， Sec. 1， Neihu Rd. Intersection
500108122,YouBike2.0_陽光舊宗路口,內湖區,20,陽光街/舊宗路二段,25.07243,121.57416,YouBike2.0_Yangguang St. & Jiuzong Rd. Intersection,Neihu Dist,Yangguang St. & Sec. 2， Jiuzong Rd. Intersection
500108123,YouBike2.0_安湖公園,內湖區,15,東湖路113巷95弄/康寧路三段75巷,25.07392,121.61545,YouBike2.0_Anhu Park,Neihu Dist,Aly. 95， Ln. 113， Donghu Rd. & Ln. 75， Sec. 3， Kangning Rd. Intersection
500108124,YouBike2.0_湖興公園,內湖區,16,成功路二段250巷23弄/成功路二段312巷,25.06671,121.58913,YouBike2.0_Huxing Park,Neihu Dist,Aly. 23， Ln. 250， Sec. 2， Chenggong Rd. & Ln. 312， Sec. 2， Chenggong Rd. Intersection
500108126,YouBike2.0_安泰街(康樂橋下),內湖區,21,安泰街(康樂橋下),25.07849,121.61666,YouBike2.0_Antai St.(Kangle Bridge),Neihu Dist,Antai St.(Kangle Bridge)
500108127,YouBike2.0_康樂綠地,內湖區,20,康樂街191巷/康樂街,25.07539,121.6203,YouBike2.0_Kangle Greens,Neihu Dist,Ln. 191， Kangle St. &  Kangle St. Intersection
500108128,YouBike2.0_捷運港墘站(1號出口),內湖區,23,內湖路一段663號前,25.08004,121.57568,YouBike2.0_MRT Gangqian Sta. (Exit 1),Neihu Dist,No. 663， Sec. 1， Neihu Rd.
500108129,YouBike2.0_明美公園(行善路333巷),內湖區,16,行善路333巷92號前,25.06058,121.5866,YouBike2.0_Mingmei Park (Ln. 333， Xingshan Rd.),Neihu Dist,No. 92， Ln. 333， Xingshan Rd.
500108131,YouBike2.0_舊宗新湖三路口,內湖區,25,舊宗路一段/新湖三路(南側),25.06321,121.57681,YouBike2.0_Jiuzong Rd. & Xinhu 3rd Rd. Intersection,Neihu Dist,Sec. 1， Jiuzong Rd. & Xinhu 3rd Rd. Intersection (South)
500108132,YouBike2.0_內湖運動公園,內湖區,25,民權東路六段11巷/舊宗路二段,25.06745,121.57513,YouBike2.0_Neihu Sports Park,Neihu Dist,Sec. 2， Jiuzong Rd. & Ln. 11， Sec. 6， Minquan E. Rd. Intersection
500108133,YouBike2.0_內湖路三段326巷口,內湖區,20,內湖路三段326巷/內湖路三段,25.08968,121.58352,YouBike2.0_Ln. 326， Sec. 3， Neihu Rd.,Neihu Dist,Ln. 326， Sec. 3， Neihu Rd. & Sec. 3， Neihu Rd. Intersection
500108134,YouBike2.0_成功公園,內湖區,11,成功路四段223巷/成功路四段223巷6弄,25.08416,121.59665,YouBike2.0_Chengong Park,Neihu Dist,Ln. 223， Sec. 4， Chenggong Rd. & Aly. 6， Ln. 223， Sec. 4， Chenggong Rd. Intersection
500108135,YouBike2.0_康寧路三段189巷93弄口,內湖區,14,康寧路三段189巷/康寧路三段189巷93弄,25.0735,121.61258,YouBike2.0_Aly. 93， Ln. 189， Sec. 3， Kangning Rd.,Neihu Dist,Ln. 189， Sec. 3， Kangning Rd. & Aly. 93， Ln. 189， Sec. 3， Kangning Rd. Intersection
500108136,YouBike2.0_中國醫藥大學附設醫院臺北分院,內湖區,16,內湖路二段368號對側,25.08227,121.5909,YouBike2.0_China Medical University Hospital (Taipei Branch),Neihu Dist,No. 368， Sec. 2， Neihu Rd. (Opposite)
500108137,YouBike2.0_康樂抽水站,內湖區,25,東湖路160巷23號,25.06643,121.61732,YouBike2.0_Kangle Pumping Station,Neihu Dist,No. 23， Ln. 160， Donghu Rd.
500108138,YouBike2.0_環山路三段16巷口,內湖區,21,環山路三段/環山路三段16巷口(東南側),25.08464,121.57945,YouBike2.0_Ln. 16， Sec. 3， Huanshan Rd.,Neihu Dist,Sec. 3， Huanshan Rd. & Ln. 16， Sec. 3， Huanshan Rd. Intersection (Southeast)
500108139,YouBike2.0_文德一號綠地,內湖區,15,內湖區文德路91號旁,25.0786,121.58302,YouBike2.0_Wende Green No.1,Neihu Dist,No. 91， Wende Rd.
500108140,YouBike2.0_臺北花市,內湖區,30,新湖三路28號前人行道,25.06265,121.57427,YouBike2.0_Taipei Flowers Auction,Neihu Dist,No. 28， Xinhu 3rd Rd.
500108141,YouBike2.0_行善社會住宅,內湖區,23,行愛路與新湖一路口西南側,25.06126,121.58201,YouBike2.0_Xingshan Social Housing,Neihu Dist,Xing'ai Rd. & Xinhu 1st Rd. Intersection (Southwest)
500108142,YouBike2.0_康寧路三段99巷17弄口,內湖區,15,康寧路三段99巷19號對側,25.0721,121.60991,YouBike2.0_Aly. 17， Ln. 99， Sec. 3， Kangning Rd.,Neihu Dist,No. 19， Ln. 99， Sec. 3， Kangning Rd. (Opposite)
500108143,YouBike2.0_堤頂大道二段407巷口,內湖區,15,堤頂大道二段405號前,25.08019,121.56316,YouBike2.0_Ln. 407， Sec. 2， Tiding Blvd.,Neihu Dist,No. 405， Sec. 2， Tiding Blvd.
500108144,YouBike2.0_海德堡科技大樓,內湖區,12,堤頂大道二段473號前,25.08156,121.56227,YouBike2.0_Heidelberg Science & Technology Building,Neihu Dist,No. 473， Sec. 2， Tiding Blvd.
500108145,YouBike2.0_致伸科技大樓,內湖區,17,瑞光路669號旁,25.08067,121.5656,YouBike2.0_Primax Headquarters Building,Neihu Dist,No. 669， Ruiguang Rd.
500108146,YouBike2.0_內湖路一段288巷口,內湖區,20,內湖路一段290號前,25.08202,121.56861,YouBike2.0_Ln. 288， Sec. 1， Neihu Rd.,Neihu Dist,No. 290， Sec. 1， Neihu Rd.
500108147,YouBike2.0_大都會客運內湖站,內湖區,25,民權東路六段11巷25號對側,25.06749,121.57784,YouBike2.0_Mtc Bus (Neihu),Neihu Dist,No. 25， Ln. 11， Sec. 6， Minquan E. Rd. (Opposite)
500108148,YouBike2.0_瑞湖公園,內湖區,15,民權東路六段15巷/民權東路六段19巷,25.06888,121.57711,YouBike2.0_Ruihu Park,Neihu Dist,Aly. 15， Sec. 6， Minquan E. Rd. & Aly. 19， Sec. 6， Minquan E. Rd. Intersection
500108150,YouBike2.0_台灣世曦大樓,內湖區,16,陽光街323號,25.07345,121.57848,YouBike2.0_CECI Engineering Consultants， Inc.,Neihu Dist,No. 323， Yangguang St.
500108151,YouBike2.0_遠雄時代總部,內湖區,14,瑞光路423號,25.07821,121.57103,YouBike2.0_Farglory Group,Neihu Dist,No. 423， Yangguang St.
500108152,YouBike2.0_瑞光路358巷口,內湖區,14,瑞光路/瑞光路358巷,25.07733,121.5727,YouBike2.0_Ln. 358， Ruiguang Rd.,Neihu Dist,Ruiguang Rd. & Ln. 358， Ruiguang Rd. Intersection
500108153,YouBike2.0_大港墘公園(洲子街),內湖區,18,洲子街/瑞光路393巷,25.07897,121.5737,YouBike2.0_Dagangqian Park (Zhouzi St.),Neihu Dist,Zhouzi St. & Ln. 393， Ruiguang Rd. Intersection
500108154,YouBike2.0_世紀經貿,內湖區,16,內湖路一段396號,25.08049,121.57361,YouBike2.0_Century Trade Building,Neihu Dist,No. 396， Sec. 1， Neihu Rd.
500108156,YouBike2.0_民權東路六段56巷口,內湖區,25,民權東路六段56巷7號對側,25.06805,121.58488,YouBike2.0_Ln. 56， Sec. 6， Minquan E. Rd.,Neihu Dist,No. 7， Ln. 56， Sec. 6， Minquan E. Rd. (Opposite)
500108157,YouBike2.0_新湖三行忠路72巷口,內湖區,18,新湖三路/行忠路72巷,25.06605,121.58206,YouBike2.0_Xinhu 3rd Rd. & Ln. 146， Xinhu 2nd Rd. Intersection,Neihu Dist,No. 122、124， Xinhu 3rd Rd. (Opposite)
500108158,YouBike2.0_新湖三新湖二146巷口,內湖區,25,新湖三路122、124號對側,25.06407,121.57787,YouBike2.0_Xinhu 3rd Rd. & Ln. 146， Xinhu 2nd Rd. Intersection,Neihu Dist,No. 122、124， Xinhu 3rd Rd. (Opposite)
500108159,YouBike2.0_舊宗新湖二路口,內湖區,25,舊宗路一段/新湖二路(南側),25.06151,121.57811,YouBike2.0_Jiuzong Rd. & Xinhu 2nd Rd. Intersection,Neihu Dist,Sec. 1， Jiuzong Rd. & Xinhu 2nd Rd. Intersection (South)
500108160,YouBike2.0_新光基湖大樓,內湖區,19,基湖路12號,25.08152,121.56489,YouBike2.0_Shinkong Jihu Building,Neihu Dist,No. 12， Jihu Rd.
500108161,YouBike2.0_內湖路一段120巷15弄,內湖區,32,內湖路一段120巷15弄8號對側,25.08203,121.56298,YouBike2.0_Aly. 15， Ln. 120， Sec. 1， Neihu Rd.,Neihu Dist,No. 8， Aly. 15， Ln. 120， Sec. 1， Neihu Rd. (Opposite)
500108162,YouBike2.0_北勢湖環保公園(堤頂大道側),內湖區,21,堤頂大道二段501號前,25.08318,121.56154,YouBike2.0_Beishihu Environmental Protection Park,Neihu Dist,No. 501， Sec. 2， Tiding Blvd.
500108164,YouBike2.0_達爾文大樓,內湖區,15,洲子街61號,25.07941,121.57277,YouBike2.0_Darwin Building,Neihu Dist,No. 61， Zhouzi St.
500108165,YouBike2.0_東湖四號公園,內湖區,28,康樂街110巷21號對側,25.07074,121.61803,YouBike2.0_Donghu Park No.4,Neihu Dist,No. 21， Ln. 110， Kangle St. (Opposite)
500108166,YouBike2.0_加瑪科技中心,內湖區,13,內湖路一段360巷17-19號,25.08035,121.5705,YouBike2.0_Gamma Technology center,Neihu Dist,No. 17-19， Ln. 360， Sec. 1， Neihu Rd.
500108167,YouBike2.0_福壽公園,內湖區,14,星雲街156號對側,25.07983,121.59625,YouBike2.0_Fushou Park,Neihu Dist,No. 156， Xingyun St.
500108168,YouBike2.0_捷運西湖站(1號出口)內湖路側,內湖區,20,內湖區內湖路一段289號,25.08227,121.56709,YouBike2.0_MRT Xihu Sta. (Exit 1) (Neihu Rd.),Neihu Dist,No. 289， Sec. 1， Neihu Rd.
500108169,YouBike2.0_威剛科技總部,內湖區,25,潭美街537號前,25.06153,121.60033,YouBike2.0_ADATA Technology,Neihu Dist,No. 537， Tanmei St.
500108170,YouBike2.0_太陽科技廣場,內湖區,15,內湖路一段91巷16號對側,25.08514,121.56161,YouBike2.0_Sun Technology Plaza,Neihu Dist,No. 16， Ln. 91， Sec. 1， Neihu Rd. (Opposite)
500108171,YouBike2.0_瑞光路316巷,內湖區,20,瑞光路316巷35號,25.07567,121.57341,YouBike2.0_Ln. 316， Ruiguang Rd.,Neihu Dist,No. 35， Ln. 316， Ruiguang Rd.
500108172,YouBike2.0_文德路220巷口,內湖區,15,文德路與文德路220巷口西南側,25.07862,121.58796,YouBike2.0_Ln. 220， WenDe Rd.,Neihu Dist,WenDe Rd. & Ln. 220， WenDe Rd. Intersection (Southwest)
500108173,YouBike2.0_長壽抽水站,內湖區,15,安美街38號前方,25.06099,121.59662,YouBike2.0_ChangShou Pumping Station,Neihu Dist,No. 38， AnMei St.
500108174,YouBike2.0_捷運葫洲站(2號出口),內湖區,18,康寧路三段16巷6號斜對面,25.07264,121.60692,YouBike2.0_MRT Huzhou Sta. (Exit 2),Neihu Dist,No. 6， Ln. 16， Sec. 3， KangNing Rd. (Opposite)
500108175,YouBike2.0_五分埤,內湖區,16,康樂街201巷25-35號對側,25.07595,121.62257,YouBike2.0_WuFenPi,Neihu Dist,No. 25-35， Ln. 201， KangLe St.
500108176,YouBike2.0_環山路三段1巷(麗山高中),內湖區,18,環山路三段15號對面,25.08438,121.57876,YouBike2.0_Ln. 1， Sec. 3， HuanShan Rd. (Lishan Senior High School),Neihu Dist,No. 15， Sec. 3， HuanShan Rd. (Opposite)
500108177,YouBike2.0_潭美公園(南京東路六段482號),內湖區,29,南京東路六段482號,25.06092,121.58898,YouBike2.0_TanMei Park (No. 482， Sec. 6， NanJing E. Rd.),Neihu Dist,No. 482， Sec. 6， NanJing E. Rd.
500108178,YouBike2.0_美善公園,內湖區,22,行善路59巷40弄20號對側,25.05703,121.57861,YouBike2.0_MeiShan Park,Neihu Dist,No. 20， Aly. 40， Ln. 59， XingShan Rd. (Opposite)
500108179,YouBike2.0_潭美公園(新明路298巷),內湖區,26,南京東路六段242號對側,25.05698,121.58173,YouBike2.0_TanMei Park (Ln. 298， XinMing Rd.),Neihu Dist,No. 242， Sec. 6， NanJing E. Rd. (Opposite)
500108181,YouBike2.0_麗山國小(內湖路一段411巷),內湖區,22,內湖路一段411巷/港華街,25.08389,121.57189,YouBike2.0_LisHan Elementary School (Ln. 411， Sec. 1， NeiHu Rd.),Neihu Dist,Ln. 411， Sec. 1， NeiHu Rd. & GangHua St. Intersection
500108182,YouBike2.0_行善路417巷,內湖區,26,行善路417巷30號對側,25.06468,121.58654,YouBike2.0_Ln. ˋ417， Xingshan Rd.,Neihu Dist,No. 30， Ln. 417， Xingshan Rd. (Opposite)
500108183,YouBike2.0_明湖國小(康寧路三段165巷23弄),內湖區,26,康寧路三段165巷23弄7號前,25.07165,121.61177,YouBike2.0_Ming Hu Elementary School (Aly. 23， Ln. 165， Sec. 3， KangNing Rd.),Neihu Dist,No. 7， Aly. 23， Ln. 165， Sec. 3， KangNing Rd.
500108184,YouBike2.0_康寧路三段70巷153號,內湖區,20,康寧路三段70巷153號對側,25.06658,121.60803,YouBike2.0_No. 153， Ln. 70， Sec. 3， KangNing Rd.,Neihu Dist,No. 153， Ln. 70， Sec. 3， KangNing Rd. (Opposite)
500108185,YouBike2.0_東湖立體停車場,內湖區,15,東湖路1號,25.0692,121.6122,YouBike2.0_Donghu Parking Lot,Neihu Dist,No. 1， DongHu Rd.
500108186,YouBike2.0_明美公園(南京東路六段451巷口),內湖區,30,南京東路六段461號對面,25.06082,121.58757,YouBike2.0_Mingmei Park (Ln. 451， Sec. 6， NanJing E. Rd.),Neihu Dist,No. 461， Sec. 6， NanJing E. Rd. (Opposite)
500108187,YouBike2.0_文德路66巷14弄,內湖區,18,文德路66巷14弄16號,25.07712,121.58096,YouBike2.0_Aly. 14， Ln. 66， WenDe Rd.,Neihu Dist,No. 16， Aly. 14， Ln. 66， WenDe Rd.
500108188,YouBike2.0_捷運東湖站(3號出口),內湖區,30,康寧路三段245巷2號對側,25.06701,121.61194,YouBike2.0_MRT Donghu Sta. (Exit 3),Neihu Dist,No. 2， Ln. 245， Sec. 3， KangNing Rd. (Opposite)
500108189,YouBike2.0_捷運大湖公園站(1號出口),內湖區,24,捷運大湖公園站(1號出口)外側,25.08383,121.60253,YouBike2.0_MRT Dahu Park Sta. (Exit 1),Neihu Dist,MRT Dahu Park Sta. (Exit 1)
500108190,YouBike2.0_內湖路一段1巷口,內湖區,20,內湖路一段1巷1號,25.08533,121.558,YouBike2.0_Ln. 1， Sec. 1， NeiHu Rd.,Neihu Dist,No. 1， Ln. 1， Sec. 1， NeiHu Rd.
500108191,YouBike2.0_環山路一段136巷口,內湖區,28,環山路一段136巷1號,25.08645,121.56928,YouBike2.0_Ln. 136， Sec. 1， HuanShan Rd.,Neihu Dist,No. 1， Ln. 136， Sec. 1， HuanShan Rd.
500108192,YouBike2.0_上灣公園,內湖區,25,民權東路六段210巷45號旁,25.06572,121.59778,YouBike2.0_Shangwan Park,Neihu Dist,No. 45， Ln. 210， Sec. 6， MinQuan E. Rd.
500108193,YouBike2.0_湖興公園(成功路),內湖區,21,成功路二段276號旁,25.06703,121.59048,YouBike2.0_Huxing Park (ChengGong Rd.),Neihu Dist,No. 276， Sec. 2， ChengGong Rd.
500108194,YouBike2.0_文德三號公園(文德路),內湖區,21,文德路50號旁公園,25.07834,121.58076,YouBike2.0_WenDe Park No. 3 (WenDe Rd.),Neihu Dist,No. 50， WenDe Rd.
500108195,YouBike2.0_康寧路一段218巷2弄口,內湖區,18,康寧路一段242號前,25.07837,121.59652,YouBike2.0_Aly. 2， Ln. 218， Sec. 1， KangNing Rd.,Neihu Dist,No. 242， Sec. 1， KangNing Rd.
500108196,YouBike2.0_星雲街210巷口,內湖區,16,星雲街210巷26號對面,25.07966,121.59793,YouBike2.0_Ln. 210， XingYun St.,Neihu Dist,No. 26， Ln. 210， Xingyun St.(Opposite)
500108197,YouBike2.0_成功路二段406巷口,內湖區,20,成功路二段390號(前),25.07077,121.59,YouBike2.0_Ln. 406， Sec. 2， ChengGong Rd.,Neihu Dist,No. 390， Sec. 2， ChengGong Rd.
500108199,YouBike2.0_捷運東湖站(2號出口),內湖區,20,康寧路三段/五分街口西側,25.06769,121.61163,YouBike2.0_MRT Donghu Sta. (Exit 2),Neihu Dist,Sec. 3， KangNing Rd. & WuFen St. Intersection (West)
500108200,YouBike2.0_民權東路六段280巷155弄口,內湖區,21,民權東路六段280巷155弄5號 對側,25.06865,121.60884,YouBike2.0_Aly. 155， Ln. 280， Sec. 6， MinQuan E. Rd.,Neihu Dist,No. 5， Aly. 155， Ln. 280， Sec. 6， MinQuan E. Rd. (Opposite)
